Survey Date,Question Text,variable,value
JUL-2015,Speed/travel time,Strongly Disagree,3.18580268
JUL-2015,Speed/travel time,Disagree,3.3992171200000003
JUL-2015,Speed/travel time,Slightly Disagree,6.98836526
JUL-2015,Speed/travel time,Neither Agree nor Disagree,18.27060869
JUL-2015,Speed/travel time,Slightly Agree,27.02329819
JUL-2015,Speed/travel time,Agree,23.42722563
JUL-2015,Speed/travel time,Strongly Agree,17.70548244
