"Survey Date","Question Group","Question Text",Respondents,"Average Rating Out of 7","Response 1 Text","Response 1 Percent","Response 2 Text","Response 2 Percent","Response 3 Text","Response 3 Percent","Response 4 Text","Response 4 Percent","Response 5 Text","Response 5 Percent","Response 6 Text","Response 6 Percent","Response 7 Text","Response 7 Percent"
01-DEC-2015,Conditions,"Real-time communications",378,4.71,Unacceptable,.0545738215,"Very Poor",.0595350439,Poor,.0962127041,Fair,.1721205696,Good,.2750777060,"Very Good",.2160133369,Excellent,.1264668181
01-DEC-2015,Communication,"Mbta website",415,4.80,"Extremely Dissatisfied",.0149590027,"Very Dissatisfied",.0356267539,"Somewhat Dissatisfied",.0970817667,Neutral,.2166125108,"Somewhat Satisfied",.3157669282,"Very Satisfied",.2580231882,"Extremely Satisfied",.0619298495
01-DEC-2015,Communication,"Real time arrival signage (""countdown timers"")",439,5.22,"Extremely Dissatisfied",.0313887600,"Very Dissatisfied",.0297869328,"Somewhat Dissatisfied",.1010245675,Neutral,.0698701894,"Somewhat Satisfied",.2485957230,"Very Satisfied",.3320957462,"Extremely Satisfied",.1872380810
01-DEC-2015,Communication,"In-station delay announcements",425,4.31,"Extremely Dissatisfied",.0505633927,"Very Dissatisfied",.0901081076,"Somewhat Dissatisfied",.1799060859,Neutral,.1504196578,"Somewhat Satisfied",.2955852031,"Very Satisfied",.1732387420,"Extremely Satisfied",.0601788108
01-DEC-2015,Communication,"On-vehicle delay announcements",429,3.81,"Extremely Dissatisfied",.0839871300,"Very Dissatisfied",.1515112095,"Somewhat Dissatisfied",.2074527049,Neutral,.1663012446,"Somewhat Satisfied",.2447354821,"Very Satisfied",.1146823862,"Extremely Satisfied",.0313298426
01-DEC-2015,Communication,T-alerts,402,4.65,"Extremely Dissatisfied",.0416961603,"Very Dissatisfied",.0813529736,"Somewhat Dissatisfied",.1067436060,Neutral,.1558186340,"Somewhat Satisfied",.2530660527,"Very Satisfied",.2925750737,"Extremely Satisfied",.0687474998
01-JAN-2016,Communication,"Real time arrival signage (""countdown timers"")",447,5.18,"Extremely Dissatisfied",.0295934069,"Very Dissatisfied",.0332495525,"Somewhat Dissatisfied",.0943350047,Neutral,.0731265214,"Somewhat Satisfied",.2843221709,"Very Satisfied",.3136868875,"Extremely Satisfied",.1716864560
01-JAN-2016,Communication,"In-station delay announcements",427,4.42,"Extremely Dissatisfied",.0329026682,"Very Dissatisfied",.0740723131,"Somewhat Dissatisfied",.2033878080,Neutral,.1187482577,"Somewhat Satisfied",.3391672720,"Very Satisfied",.1645639427,"Extremely Satisfied",.0671577383
01-JAN-2016,Communication,"On-vehicle delay announcements",434,4.08,"Extremely Dissatisfied",.0501986221,"Very Dissatisfied",.1239997596,"Somewhat Dissatisfied",.2302745802,Neutral,.1422256033,"Somewhat Satisfied",.2594591210,"Very Satisfied",.1314342113,"Extremely Satisfied",.0624081026
01-JAN-2016,Communication,T-alerts,420,4.69,"Extremely Dissatisfied",.0352934505,"Very Dissatisfied",.0394873189,"Somewhat Dissatisfied",.1478868553,Neutral,.1758267556,"Somewhat Satisfied",.2762812600,"Very Satisfied",.2303311833,"Extremely Satisfied",.0948931765
01-JAN-2016,Communication,"Real-time mobile apps (e.g. nextbus)",300,5.20,"Extremely Dissatisfied",.0220410088,"Very Dissatisfied",.0474856743,"Somewhat Dissatisfied",.0642114803,Neutral,.1357561689,"Somewhat Satisfied",.2407380687,"Very Satisfied",.2849541052,"Extremely Satisfied",.2048134939
01-JAN-2016,Communication,"Scheduled service interruptions",402,4.27,"Extremely Dissatisfied",.0898883611,"Very Dissatisfied",.0629558003,"Somewhat Dissatisfied",.1335543564,Neutral,.2560283970,"Somewhat Satisfied",.1953146811,"Very Satisfied",.1839862914,"Extremely Satisfied",.0782721127
01-JAN-2016,"Top Line","How would you rate the mbta overall?",578,4.42,"Extremely Dissatisfied",.0272658231,"Very Dissatisfied",.0891841377,"Somewhat Dissatisfied",.1848049622,Neutral,.1147383874,"Somewhat Satisfied",.3371409947,"Very Satisfied",.2126689359,"Extremely Satisfied",.0341967591
01-JAN-2016,"Top Line","How would you rate this trip overall?",471,4.80,"Extremely Dissatisfied",.0375206134,"Very Dissatisfied",.0671298385,"Somewhat Dissatisfied",.1008630828,Neutral,.1392929065,"Somewhat Satisfied",.2297693808,"Very Satisfied",.3554858032,"Extremely Satisfied",.0699383748
01-JAN-2016,"Top Line","How likely are you to continue using the mbta in the future?",467,6.15,"Extremely Unlikely",.0178037400,"Very Unlikely",.0061873705,Unlikely,.0182636295,"Neither Likely nor Unlikely",.0224338297,Likely,.1592177021,"Very Likely",.2560080918,"Extremely Likely",.5200856364
01-JAN-2016,Perceptions,"The mbta provides reliable public transportation services.",466,3.89,"Strongly Disagree",.1339844105,Disagree,.1218237088,"Slightly Disagree",.1919558047,"Neither Agree nor Disagree",.1058684008,"Slightly Agree",.2047576974,Agree,.2053009449,"Strongly Agree",.0363090328
01-JAN-2016,Perceptions,"The mbta is a cost-conscious organization.",466,3.15,"Strongly Disagree",.2532345958,Disagree,.1641253534,"Slightly Disagree",.1536955631,"Neither Agree nor Disagree",.1968816171,"Slightly Agree",.1035871732,Agree,.1020431926,"Strongly Agree",.0264325048
01-JAN-2016,Perceptions,"The positives of the mbta outweigh the negatives.",467,4.53,"Strongly Disagree",.0767918544,Disagree,.0853446165,"Slightly Disagree",.0935273516,"Neither Agree nor Disagree",.1812860657,"Slightly Agree",.2151099322,Agree,.2324347365,"Strongly Agree",.1155054431
01-JAN-2016,Perceptions,"The mbta uses technology to meet the needs and demands of its riders.",466,4.20,"Strongly Disagree",.0916484755,Disagree,.1067513191,"Slightly Disagree",.1550676861,"Neither Agree nor Disagree",.1181126778,"Slightly Agree",.2541554636,Agree,.2292561583,"Strongly Agree",.0450082197
01-JAN-2016,Perceptions,"The mbta is a good value for the money.",467,4.41,"Strongly Disagree",.0721912864,Disagree,.0938246058,"Slightly Disagree",.1640050261,"Neither Agree nor Disagree",.1263121857,"Slightly Agree",.2147807849,Agree,.2194079743,"Strongly Agree",.1094781368
01-JAN-2016,Perceptions,"The mbta has a fleet of trains and buses that are clean and well maintained.",465,3.33,"Strongly Disagree",.1767368242,Disagree,.2063991531,"Slightly Disagree",.1897292707,"Neither Agree nor Disagree",.1289980375,"Slightly Agree",.1600695726,Agree,.1155262783,"Strongly Agree",.0225408637
01-JAN-2016,Conditions,"Wait time at stop",469,5.11,Unacceptable,.0425331657,"Very Poor",.0285792511,Poor,.0548326263,Fair,.1936016150,Good,.2564517817,"Very Good",.1788974532,Excellent,.2451041069
01-JAN-2016,Conditions,"Stop condition &amp; cleanliness",464,4.84,Unacceptable,.0160917176,"Very Poor",.0162932430,Poor,.1016266429,Fair,.2539920790,Good,.3197054556,"Very Good",.1742800483,Excellent,.1180108136
01-JAN-2016,Conditions,Crowdedness,465,4.59,Unacceptable,.0625730872,"Very Poor",.0763067852,Poor,.1117217700,Fair,.1855617075,Good,.2334744786,"Very Good",.1823102776,Excellent,.1480518939
01-JAN-2016,Conditions,"Vehicle cleanliness",468,4.81,Unacceptable,.0144670533,"Very Poor",.0173850505,Poor,.0684570614,Fair,.2866786709,Good,.3458594173,"Very Good",.1907885407,Excellent,.0763642059
01-JAN-2016,Conditions,"Speed/travel time",471,4.85,Unacceptable,.0412115919,"Very Poor",.0360353315,Poor,.0943421792,Fair,.2092487139,Good,.2657275669,"Very Good",.1884563733,Excellent,.1649782433
01-JAN-2016,Conditions,"Parking availability",180,4.83,Unacceptable,.0404245671,"Very Poor",.0902545138,Poor,.0538212447,Fair,.1810553334,Good,.2610955169,"Very Good",.2003003408,Excellent,.1730484832
01-JAN-2016,Conditions,"Real-time communications",408,4.66,Unacceptable,.0484114714,"Very Poor",.0506501374,Poor,.1256344558,Fair,.1956225162,Good,.2821266976,"Very Good",.1443652591,Excellent,.1531894625
01-JAN-2016,Communication,"Mbta website",435,4.86,"Extremely Dissatisfied",.0058058700,"Very Dissatisfied",.0370513736,"Somewhat Dissatisfied",.0739604120,Neutral,.2468781015,"Somewhat Satisfied",.3001484618,"Very Satisfied",.2805535484,"Extremely Satisfied",.0556022327
01-JAN-2016,Perceptions,"I use the mbta because i consider myself to be an environmentally conscious person.",465,4.76,"Strongly Disagree",.0477174650,Disagree,.1212158002,"Slightly Disagree",.0327227131,"Neither Agree nor Disagree",.2347170253,"Slightly Agree",.1488037059,Agree,.2134812264,"Strongly Agree",.2013420641
01-JAN-2016,Perceptions,"The mbta is easy to use.",466,5.05,"Strongly Disagree",.0297065555,Disagree,.0644702756,"Slightly Disagree",.0817404092,"Neither Agree nor Disagree",.0827239061,"Slightly Agree",.2517752718,Agree,.3663866355,"Strongly Agree",.1231969462
01-FEB-2016,"Top Line","How would you rate the mbta overall?",527,4.47,"Extremely Dissatisfied",.0331503679,"Very Dissatisfied",.0967816001,"Somewhat Dissatisfied",.1595014036,Neutral,.0782525490,"Somewhat Satisfied",.3717772126,"Very Satisfied",.2274318842,"Extremely Satisfied",.0331049826
01-FEB-2016,"Top Line","How would you rate this trip overall?",498,4.75,"Extremely Dissatisfied",.0574668587,"Very Dissatisfied",.0640085994,"Somewhat Dissatisfied",.1068452521,Neutral,.1023293003,"Somewhat Satisfied",.2691103328,"Very Satisfied",.3113691622,"Extremely Satisfied",.0888704944
01-FEB-2016,"Top Line","How likely are you to continue using the mbta in the future?",498,6.37,"Extremely Unlikely",.0041456468,"Very Unlikely",.0096871871,Unlikely,.0063773582,"Neither Likely nor Unlikely",.0432019566,Likely,.0621645391,"Very Likely",.2763553911,"Extremely Likely",.5980679212
01-FEB-2016,"Top Line","How likely are you to recommend the mbta to a friend or colleague?",489,5.05,"Extremely Unlikely",.0688344152,"Very Unlikely",.0498751522,Unlikely,.0704679744,"Neither Likely nor Unlikely",.1507331383,Likely,.1800204796,"Very Likely",.1964557221,"Extremely Likely",.2836131182
01-FEB-2016,Perceptions,"The mbta provides reliable public transportation services.",489,3.93,"Strongly Disagree",.1509437066,Disagree,.1275457344,"Slightly Disagree",.1601519276,"Neither Agree nor Disagree",.0776485292,"Slightly Agree",.2157793237,Agree,.2208932476,"Strongly Agree",.0470375310
01-FEB-2016,Perceptions,"The mbta is a cost-conscious organization.",489,3.11,"Strongly Disagree",.2623582152,Disagree,.1725381957,"Slightly Disagree",.1555131480,"Neither Agree nor Disagree",.1703791738,"Slightly Agree",.1059980673,Agree,.1067312779,"Strongly Agree",.0264819222
01-FEB-2016,Perceptions,"The mbta uses technology to meet the needs and demands of its riders.",490,4.34,"Strongly Disagree",.0946987991,Disagree,.1017987728,"Slightly Disagree",.0954274712,"Neither Agree nor Disagree",.1272764230,"Slightly Agree",.2814105994,Agree,.2517316636,"Strongly Agree",.0476562709
01-FEB-2016,Perceptions,"The mbta is a good value for the money.",490,4.51,"Strongly Disagree",.1015099335,Disagree,.1012635782,"Slightly Disagree",.0914038007,"Neither Agree nor Disagree",.1032606315,"Slightly Agree",.2267558855,Agree,.2424287348,"Strongly Agree",.1333774358
01-FEB-2016,Perceptions,"The mbta has a fleet of trains and buses that are clean and well maintained.",489,3.53,"Strongly Disagree",.1629806142,Disagree,.1942831932,"Slightly Disagree",.1357961976,"Neither Agree nor Disagree",.1334589988,"Slightly Agree",.2220868901,Agree,.1290383793,"Strongly Agree",.0223557267
01-FEB-2016,Conditions,"Wait time at stop",494,4.99,Unacceptable,.0566490948,"Very Poor",.0314193983,Poor,.0866684570,Fair,.1501419102,Good,.2355223428,"Very Good",.2484085885,Excellent,.1911902084
01-FEB-2016,Conditions,"Stop condition &amp; cleanliness",490,4.87,Unacceptable,.0109436767,"Very Poor",.0235194786,Poor,.0773211448,Fair,.2620331266,Good,.3148676061,"Very Good",.2203895659,Excellent,.0909254012
01-FEB-2016,Conditions,"Vehicle crowdedness",494,4.71,Unacceptable,.0694909053,"Very Poor",.0517403383,Poor,.0989295611,Fair,.1820397969,Good,.2417620224,"Very Good",.1915343881,Excellent,.1645029878
01-FEB-2016,Conditions,"Vehicle cleanliness",494,4.87,Unacceptable,.0086974709,"Very Poor",.0298210693,Poor,.0538685614,Fair,.3039587954,Good,.2960494626,"Very Good",.2131721733,Excellent,.0944324671
01-FEB-2016,Conditions,"Speed/travel time",497,4.86,Unacceptable,.0466346710,"Very Poor",.0289720802,Poor,.0933453793,Fair,.1867627702,Good,.2887709134,"Very Good",.2027920742,Excellent,.1527221116
01-FEB-2016,Conditions,"Parking availability",175,4.88,Unacceptable,.0754603449,"Very Poor",.0593717318,Poor,.1037964015,Fair,.1105511490,Good,.2181833309,"Very Good",.1874574807,Excellent,.2451795614
01-FEB-2016,Conditions,"Real-time communications",404,4.67,Unacceptable,.0696506543,"Very Poor",.0397924833,Poor,.0990658007,Fair,.2019257926,Good,.2376798203,"Very Good",.2328255236,Excellent,.1190599252
01-FEB-2016,Communication,"Mbta website",444,4.92,"Extremely Dissatisfied",.0381206924,"Very Dissatisfied",.0239500860,"Somewhat Dissatisfied",.0635183019,Neutral,.2016604754,"Somewhat Satisfied",.3197646824,"Very Satisfied",.2347488356,"Extremely Satisfied",.1182369263
01-FEB-2016,Communication,"Real time arrival signage (""countdown timers"")",457,5.22,"Extremely Dissatisfied",.0288923176,"Very Dissatisfied",.0438438673,"Somewhat Dissatisfied",.0828395815,Neutral,.0825497935,"Somewhat Satisfied",.2285460619,"Very Satisfied",.3557688849,"Extremely Satisfied",.1775594932
01-FEB-2016,Communication,"In-station announcements",439,4.60,"Extremely Dissatisfied",.0513136800,"Very Dissatisfied",.0376037159,"Somewhat Dissatisfied",.1472146104,Neutral,.1510895905,"Somewhat Satisfied",.3132810493,"Very Satisfied",.2308788459,"Extremely Satisfied",.0686185080
01-FEB-2016,Communication,"On-vehicle announcements",473,4.15,"Extremely Dissatisfied",.0604331079,"Very Dissatisfied",.0986744975,"Somewhat Dissatisfied",.2166702022,Neutral,.1595691659,"Somewhat Satisfied",.2461178344,"Very Satisfied",.1601704736,"Extremely Satisfied",.0583647184
01-FEB-2016,Communication,T-alerts,432,4.65,"Extremely Dissatisfied",.0575099092,"Very Dissatisfied",.0382128361,"Somewhat Dissatisfied",.1570729379,Neutral,.1227387235,"Somewhat Satisfied",.2972397014,"Very Satisfied",.2254580326,"Extremely Satisfied",.1017678593
01-FEB-2016,Communication,"Real-time mobile apps (e.g. nextbus)",310,5.03,"Extremely Dissatisfied",.0348151591,"Very Dissatisfied",.0318667335,"Somewhat Dissatisfied",.0865121767,Neutral,.1524244412,"Somewhat Satisfied",.2560478085,"Very Satisfied",.2906814613,"Extremely Satisfied",.1476522198
01-MAR-2016,"Top Line","How would you rate the mbta overall?",554,4.40,"Extremely Dissatisfied",.0281000000,"Very Dissatisfied",.1013000000,"Somewhat Dissatisfied",.1783000000,Neutral,.0859000000,"Somewhat Satisfied",.3662000000,"Very Satisfied",.2232000000,"Extremely Satisfied",.0169000000
01-MAR-2016,"Top Line","How would you rate this trip overall?",498,4.80,"Extremely Dissatisfied",.0399000000,"Very Dissatisfied",.0327000000,"Somewhat Dissatisfied",.1395000000,Neutral,.1368000000,"Somewhat Satisfied",.2397000000,"Very Satisfied",.3444000000,"Extremely Satisfied",.0669000000
01-MAR-2016,"Top Line","How likely are you to continue using the mbta in the future?",498,6.29,"Extremely Unlikely",.0108000000,"Very Unlikely",.0056000000,Unlikely,.0142000000,"Neither Likely nor Unlikely",.0287000000,Likely,.0893000000,"Very Likely",.2958000000,"Extremely Likely",.5556000000
01-MAR-2016,"Top Line","How likely are you to recommend the mbta to a friend or colleague?",493,4.94,"Extremely Unlikely",.0550000000,"Very Unlikely",.0652000000,Unlikely,.0456000000,"Neither Likely nor Unlikely",.2082000000,Likely,.2100000000,"Very Likely",.1812000000,"Extremely Likely",.2348000000
01-MAR-2016,Perceptions,"The mbta provides reliable public transportation services.",491,3.87,"Strongly Disagree",.1307000000,Disagree,.1449000000,"Slightly Disagree",.1906000000,"Neither Agree nor Disagree",.0773000000,"Slightly Agree",.2161000000,Agree,.1926000000,"Strongly Agree",.0479000000
01-MAR-2016,Perceptions,"The mbta is a cost-conscious organization.",491,3.02,"Strongly Disagree",.2900000000,Disagree,.1791000000,"Slightly Disagree",.1198000000,"Neither Agree nor Disagree",.1801000000,"Slightly Agree",.1267000000,Agree,.0737000000,"Strongly Agree",.0306000000
01-MAR-2016,Perceptions,"The mbta uses technology to meet the needs and demands of its riders.",491,4.23,"Strongly Disagree",.0863000000,Disagree,.1048000000,"Slightly Disagree",.1385000000,"Neither Agree nor Disagree",.1337000000,"Slightly Agree",.2729000000,Agree,.2258000000,"Strongly Agree",.0379000000
01-MAR-2016,Perceptions,"The mbta is a good value for the money.",491,4.31,"Strongly Disagree",.0834000000,Disagree,.1135000000,"Slightly Disagree",.1467000000,"Neither Agree nor Disagree",.1344000000,"Slightly Agree",.2060000000,Agree,.2236000000,"Strongly Agree",.0923000000
01-MAR-2016,Perceptions,"The mbta has a fleet of trains and buses that are clean and well maintained.",490,3.44,"Strongly Disagree",.1623000000,Disagree,.2063000000,"Slightly Disagree",.1739000000,"Neither Agree nor Disagree",.1247000000,"Slightly Agree",.1680000000,Agree,.1523000000,"Strongly Agree",.0124000000
01-MAR-2016,Conditions,"Wait time at stop",492,5.13,Unacceptable,.0475000000,"Very Poor",.0380000000,Poor,.0617000000,Fair,.1619000000,Good,.2237000000,"Very Good",.2157000000,Excellent,.2516000000
01-MAR-2016,Conditions,"Stop condition &amp; cleanliness",487,4.95,Unacceptable,.0190000000,"Very Poor",.0300000000,Poor,.0514000000,Fair,.2622000000,Good,.2937000000,"Very Good",.2107000000,Excellent,.1331000000
01-MAR-2016,Conditions,"Vehicle crowdedness",496,4.64,Unacceptable,.0432000000,"Very Poor",.0761000000,Poor,.1113000000,Fair,.2180000000,Good,.2282000000,"Very Good",.1612000000,Excellent,.1620000000
01-MAR-2016,Conditions,"Vehicle cleanliness",493,4.89,Unacceptable,.0156000000,"Very Poor",.0359000000,Poor,.0732000000,Fair,.2240000000,Good,.3494000000,"Very Good",.1693000000,Excellent,.1326000000
01-MAR-2016,Conditions,"Speed/travel time",497,5.00,Unacceptable,.0237000000,"Very Poor",.0286000000,Poor,.0654000000,Fair,.2210000000,Good,.2933000000,"Very Good",.2010000000,Excellent,.1669000000
01-MAR-2016,Conditions,"Parking availability",180,5.04,Unacceptable,.0515000000,"Very Poor",.0515000000,Poor,.0807000000,Fair,.1726000000,Good,.1969000000,"Very Good",.1544000000,Excellent,.2924000000
01-MAR-2016,Conditions,"Real-time communications",400,4.90,Unacceptable,.0460000000,"Very Poor",.0284000000,Poor,.0814000000,Fair,.1825000000,Good,.3033000000,"Very Good",.2001000000,Excellent,.1583000000
01-MAR-2016,Communication,"Mbta website",432,4.83,"Extremely Dissatisfied",.0192000000,"Very Dissatisfied",.0249000000,"Somewhat Dissatisfied",.1159000000,Neutral,.2266000000,"Somewhat Satisfied",.2590000000,"Very Satisfied",.2698000000,"Extremely Satisfied",.0847000000
01-MAR-2016,Communication,"Real time arrival signage (""countdown timers"")",456,5.27,"Extremely Dissatisfied",.0206000000,"Very Dissatisfied",.0265000000,"Somewhat Dissatisfied",.1089000000,Neutral,.0719000000,"Somewhat Satisfied",.2467000000,"Very Satisfied",.3288000000,"Extremely Satisfied",.1966000000
01-MAR-2016,Communication,"In-station announcements",433,4.62,"Extremely Dissatisfied",.0370000000,"Very Dissatisfied",.0668000000,"Somewhat Dissatisfied",.1627000000,Neutral,.1499000000,"Somewhat Satisfied",.2387000000,"Very Satisfied",.2412000000,"Extremely Satisfied",.1037000000
01-MAR-2016,Communication,"On-vehicle announcements",483,4.28,"Extremely Dissatisfied",.0370000000,"Very Dissatisfied",.1064000000,"Somewhat Dissatisfied",.1822000000,Neutral,.1743000000,"Somewhat Satisfied",.2737000000,"Very Satisfied",.1661000000,"Extremely Satisfied",.0602000000
01-MAR-2016,Communication,T-alerts,439,4.69,"Extremely Dissatisfied",.0250000000,"Very Dissatisfied",.0664000000,"Somewhat Dissatisfied",.1461000000,Neutral,.1681000000,"Somewhat Satisfied",.2566000000,"Very Satisfied",.2250000000,"Extremely Satisfied",.1128000000
01-MAR-2016,Communication,"Real-time mobile apps (e.g. nextbus)",299,4.99,"Extremely Dissatisfied",.0341000000,"Very Dissatisfied",.0538000000,"Somewhat Dissatisfied",.0721000000,Neutral,.1527000000,"Somewhat Satisfied",.2243000000,"Very Satisfied",.3366000000,"Extremely Satisfied",.1264000000
01-APR-2016,Conditions,"Real-time communications",294,4.97,Unacceptable,.0191237217,"Very Poor",.0276308693,Poor,.0644229853,Fair,.2354565172,Good,.3063617821,"Very Good",.2047492186,Excellent,.1422549059
01-APR-2016,Communication,"Mbta website",313,4.89,"Extremely Dissatisfied",.0158197902,"Very Dissatisfied",.0394927885,"Somewhat Dissatisfied",.0792115523,Neutral,.1915516380,"Somewhat Satisfied",.3230467344,"Very Satisfied",.2807375968,"Extremely Satisfied",.0701398998
01-APR-2016,Communication,"Real time arrival signage (""countdown timers"")",321,5.37,"Extremely Dissatisfied",.0264382663,"Very Dissatisfied",.0191994791,"Somewhat Dissatisfied",.0888789541,Neutral,.0463731039,"Somewhat Satisfied",.2847416317,"Very Satisfied",.3140333484,"Extremely Satisfied",.2203352166
01-APR-2016,Communication,"In-station announcements",304,4.68,"Extremely Dissatisfied",.0275379600,"Very Dissatisfied",.0518221620,"Somewhat Dissatisfied",.1564640768,Neutral,.1743391090,"Somewhat Satisfied",.2399064945,"Very Satisfied",.2696661594,"Extremely Satisfied",.0802640383
01-APR-2016,Communication,"On-vehicle announcements",333,4.31,"Extremely Dissatisfied",.0493876941,"Very Dissatisfied",.0792248763,"Somewhat Dissatisfied",.1791191724,Neutral,.1678140270,"Somewhat Satisfied",.3057374948,"Very Satisfied",.1657372793,"Extremely Satisfied",.0529794562
01-APR-2016,Communication,T-alerts,304,4.77,"Extremely Dissatisfied",.0415037555,"Very Dissatisfied",.0695883633,"Somewhat Dissatisfied",.0840710519,Neutral,.1579842004,"Somewhat Satisfied",.2684648203,"Very Satisfied",.2816467296,"Extremely Satisfied",.0967410791
01-APR-2016,Communication,"Real-time mobile apps (e.g. nextbus)",218,5.23,"Extremely Dissatisfied",.0232762638,"Very Dissatisfied",.0368846704,"Somewhat Dissatisfied",.0680034317,Neutral,.1360442361,"Somewhat Satisfied",.2135396193,"Very Satisfied",.3357774454,"Extremely Satisfied",.1864743333
01-APR-2016,"Top Line","How would you rate the mbta overall?",350,4.68,"Extremely Dissatisfied",.0158144052,"Very Dissatisfied",.0444910064,"Somewhat Dissatisfied",.1696772543,Neutral,.0831696533,"Somewhat Satisfied",.4117527660,"Very Satisfied",.2543598165,"Extremely Satisfied",.0207350982
01-APR-2016,"Top Line","How would you rate this trip overall?",350,5.00,"Extremely Dissatisfied",.0175752026,"Very Dissatisfied",.0561291357,"Somewhat Dissatisfied",.0749264269,Neutral,.1398327932,"Somewhat Satisfied",.2515609358,"Very Satisfied",.3871502303,"Extremely Satisfied",.0728252755
01-APR-2016,"Top Line","How likely are you to continue using the mbta in the future?",350,6.41,"Extremely Unlikely",.0033333333,"Very Unlikely",.0017094017,Unlikely,.0099023199,"Neither Likely nor Unlikely",.0176703852,Likely,.0714222696,"Very Likely",.3266809644,"Extremely Likely",.5692813259
01-APR-2016,"Top Line","How likely are you to recommend the mbta to a friend or colleague?",347,5.08,"Extremely Unlikely",.0431329635,"Very Unlikely",.0269235012,Unlikely,.0857670364,"Neither Likely nor Unlikely",.1899514164,Likely,.2045372549,"Very Likely",.2018522597,"Extremely Likely",.2478355680
01-APR-2016,Perceptions,"The mbta provides reliable public transportation services.",349,4.08,"Strongly Disagree",.0947552875,Disagree,.1319889795,"Slightly Disagree",.1866046310,"Neither Agree nor Disagree",.0874422271,"Slightly Agree",.2193508573,Agree,.2413068835,"Strongly Agree",.0385511341
01-APR-2016,Perceptions,"The mbta is a cost-conscious organization.",348,3.39,"Strongly Disagree",.2067156934,Disagree,.1683390455,"Slightly Disagree",.1091369351,"Neither Agree nor Disagree",.2411361335,"Slightly Agree",.1216241682,Agree,.1282700086,"Strongly Agree",.0247780158
01-APR-2016,Perceptions,"The mbta uses technology to meet the needs and demands of its riders.",349,4.40,"Strongly Disagree",.0478838330,Disagree,.1211719919,"Slightly Disagree",.1161057772,"Neither Agree nor Disagree",.1521779373,"Slightly Agree",.2585408097,Agree,.2673835103,"Strongly Agree",.0367361405
01-APR-2016,Perceptions,"The mbta is a good value for the money.",348,4.43,"Strongly Disagree",.0739338376,Disagree,.1188197273,"Slightly Disagree",.1136129654,"Neither Agree nor Disagree",.1471740631,"Slightly Agree",.1868373614,Agree,.2601032071,"Strongly Agree",.0995188380
01-APR-2016,Perceptions,"The mbta has a fleet of trains and buses that are clean and well maintained.",348,3.43,"Strongly Disagree",.1501565356,Disagree,.1847971937,"Slightly Disagree",.2068512823,"Neither Agree nor Disagree",.1337620388,"Slightly Agree",.2067946402,Agree,.1051419363,"Strongly Agree",.0124963732
01-APR-2016,Conditions,"Wait time at stop",347,5.32,Unacceptable,.0158945573,"Very Poor",.0144883679,Poor,.0569879420,Fair,.1584794158,Good,.2814928670,"Very Good",.2462010082,Excellent,.2264558419
01-APR-2016,Conditions,"Stop condition &amp; cleanliness",342,4.74,Unacceptable,.0164692866,"Very Poor",.0259011343,Poor,.0804205071,Fair,.2886954805,Good,.3321858171,"Very Good",.1828113747,Excellent,.0735163996
01-APR-2016,Conditions,"Vehicle crowdedness",349,4.62,Unacceptable,.0653597710,"Very Poor",.0429913354,Poor,.1167410185,Fair,.1860673000,Good,.2782140351,"Very Good",.1938403083,Excellent,.1167862317
01-APR-2016,Conditions,"Vehicle cleanliness",350,4.84,Unacceptable,.0017094017,"Very Poor",.0161344211,Poor,.0860548592,Fair,.2748834241,Good,.3554399025,"Very Good",.1926273113,Excellent,.0731506801
01-APR-2016,Conditions,"Speed/travel time",350,4.97,Unacceptable,.0243084919,"Very Poor",.0300044271,Poor,.0634551430,Fair,.2266870371,Good,.2966036709,"Very Good",.2048382270,Excellent,.1541030029
01-APR-2016,Conditions,"Parking availability",112,4.81,Unacceptable,.0822936342,"Very Poor",.0501277180,Poor,.0659762777,Fair,.2007347999,Good,.1714460433,"Very Good",.2335631175,Excellent,.1958584095
01-MAY-2016,Perceptions,"The mbta is a cost-conscious organization.",476,3.35,"Strongly Disagree",.2322780117,Disagree,.1606815149,"Slightly Disagree",.1154489437,"Neither Agree nor Disagree",.1872557778,"Slightly Agree",.1539706885,Agree,.1179936712,"Strongly Agree",.0323713922
01-MAY-2016,Perceptions,"The mbta uses technology to meet the needs and demands of its riders.",474,4.37,"Strongly Disagree",.1014670957,Disagree,.0818813819,"Slightly Disagree",.1146054518,"Neither Agree nor Disagree",.1119417433,"Slightly Agree",.2748836569,Agree,.2689985211,"Strongly Agree",.0462221493
01-MAY-2016,Perceptions,"The mbta is a good value for the money.",475,4.58,"Strongly Disagree",.1061001332,Disagree,.0569316324,"Slightly Disagree",.1007709098,"Neither Agree nor Disagree",.1314197459,"Slightly Agree",.2245433102,Agree,.2568618096,"Strongly Agree",.1233724588
01-MAY-2016,Perceptions,"The mbta has a fleet of trains and buses that are clean and well maintained.",476,3.58,"Strongly Disagree",.1533193320,Disagree,.1551881689,"Slightly Disagree",.2141054618,"Neither Agree nor Disagree",.0897767643,"Slightly Agree",.2273853758,Agree,.1400927196,"Strongly Agree",.0201321777
01-MAY-2016,Conditions,"Wait time at stop",478,5.20,Unacceptable,.0432769266,"Very Poor",.0223456586,Poor,.0530293828,Fair,.1613305442,Good,.2454495024,"Very Good",.2379131253,Excellent,.2366548602
